,country,event,name,dist_km,year,finishers,duration
829,FRA,104273,Mad'Trail - Marathon de la Lauzière,45.0,2024,90,0 days 05:09:35
1176,BEL,106813,Trail des Cisterciens - 65km,65.0,2025,90,0 days 05:18:20.800000
1695,ITA,111794,Trail del Cinghiale 102 Km,102.0,2024,90,0 days 13:23:36.333333333
1335,BEL,107810,La Balade du Gendarme,102.0,2024,90,0 days 10:10:49
1149,ESP,106716,Reventon Trail El Paso,70.0,2024,89,0 days 06:47:46
1418,ITA,108655,Barbaresco-Barolo UltraTrail,50.0,2024,89,0 days 04:05:05
1316,ITA,107669,Gran Raid delle Prealpi Trevigiane - GR50,56.0,2024,89,0 days 06:00:53.500000
1159,GBR,106740,Ultra X 125km Scotland,125.0,2023,89,0 days 11:58:21.333333333
1584,POR,110585,Ultra Trail do Marão UTME 115k,115.0,2024,89,0 days 16:20:28.500000
1220,FRA,107121,Trail des Châteaux,53.0,2024,89,0 days 04:37:00.333333333
1475,AUT,109624,Kaiserkrone Marathon Trail,56.0,2024,88,0 days 07:01:02.500000
1455,ITA,109416,Monviso M45K,45.0,2024,88,0 days 04:10:52
908,SLO,104584,Knap Trail - T'Dougat,51.0,2025,88,0 days 04:32:15
251,AUT,100798,Mayrhofen Ultraks Zillertal - TUX070,70.0,2024,88,0 days 08:36:20.333333333
800,GBR,104189,TEC Lake District 62km,62.0,2024,87,0 days 09:03:06
904,SUI,104566,SwissPeaks 170,170.0,2024,87,1 days 05:16:15.750000
568,FRA,103174,Tarn Valley Trail,153.0,2025,87,0 days 18:43:18.250000
709,FRA,103998,L'Aubrac Circus Ultra Trail solo,72.0,2024,87,0 days 07:00:23
468,GER,102526,Sollingquerung 48 km,50.0,2024,87,0 days 03:58:55
785,GBR,104164,Pendle Way In A Day  30mi,48.2802,2024,87,0 days 04:49:41
1179,FRA,106841,Signes Trail - Traces des Rois,47.0,2024,86,0 days 05:24:23
1266,FRA,107494,La Course des Terrils - Trail de la Contrebandière,55.0,2022,86,0 days 04:08:14.500000
1350,GBR,108108,TEC Wye Valley 47km,47.0,2024,86,0 days 04:05:42
780,FIN,104153,Ultra X 110 Finland,109.0,2024,85,0 days 10:43:09
233,GBR,100725,Winter Spine Sprint,74.02964,2025,85,0 days 08:47:05.500000
288,SUI,101209,Trail du Barlatay,49.0,2024,85,0 days 05:43:01.750000
909,POL,104586,Jura Ultra 100,111.0,2024,85,0 days 10:26:58
1395,AUT,108413,Tschirgant Sky Run  TS52,52.0,2024,85,0 days 06:01:45.250000
180,AUT,100120,Osttirol Trail (OTT 80),84.0,2024,85,0 days 09:52:44.500000
1724,ESP,112564,Epic Trail Vall de Boí 62k,54.0,2024,85,0 days 06:56:13
235,GBR,100731,Summer Spine Sprint,74.02964,2024,85,0 days 07:41:51.750000
11,GER,89216,TorTour de Ruhr - 100km Nonstop,100.0,2024,84,0 days 08:33:51.500000
802,GBR,104191,TEC Brecon Beacons 54km,54.0,2024,84,0 days 05:38:29
208,GBR,100536,Wold Rangers Way Ultra,70.81096,2024,84,0 days 06:20:55
1630,BUL,110975,К3 Ultra - Gold Border Race 63 Km,63.0,2024,84,0 days 06:44:25.666666666
1242,SLO,107410,Ultra Trail Vipava Valley 160,165.0,2024,84,0 days 20:58:14
330,NOR,101662,Oslo Maraton - Oslotrippelen,73.0,2024,83,0 days 04:32:07
479,GBR,102688,Endurancelife Gower Ultra,54.71756,2024,83,0 days 04:36:08
220,SUI,100590,Swiss Irontrail T49,49.0,2024,83,0 days 04:54:50
1487,FRA,109683,ALEFPA Trail - Maratrail d'Eymoutiers,48.0,2024,83,0 days 03:59:03
224,DEN,100679,South Coast Ultra,50.0,2024,83,0 days 04:54:13
1028,IRL,105110,The Kerry Way UltraNite,101.0,2024,82,0 days 11:30:43.666666666
381,FRA,102045,Marathon du Grand Ballon,80.0,2024,82,0 days 08:44:36.750000
1202,FRA,106987,La Transju'trail 82km,82.0,2024,82,0 days 08:31:58
1784,TUR,116922,Antalya Ultra 57km,57.0,2024,82,0 days 05:52:54.250000
1757,POL,113902,Winter Trail Malopolska 45,49.0,2024,82,0 days 06:05:43.333333333
260,CRO,100940,Istria by UTMB - Blue Course,128.0,2022,82,0 days 14:33:44
1556,ITA,110036,Valgrosina Trail,70.0,2024,81,0 days 08:13:19.333333333
1166,FRA,106765,Trail des Coteaux,47.0,2025,81,0 days 04:18:30
112,GER,98711,NeckarCross-Ultrarace Trailrunning,59.0,2025,81,0 days 06:05:13
1403,ESP,108480,Ibiza Trail Marathon,48.0,2024,81,0 days 04:18:18.500000
1320,ITA,107693,Long Trail dei Monti Simbruini,48.0,2024,81,0 days 05:37:30.500000
738,FRA,104071,Grand Raid du Guillestrois et du Queyras - Ultra Tour,166.0,2024,81,1 days 02:00:27.333333333
630,FRA,103587,Ultra 01 - 170km,170.0,2024,81,0 days 21:39:54
604,FRA,103292,Grand Raid des Pyrénées - Ultra Tour 220,224.0,2021,80,1 days 14:27:21
1337,MKD,107816,Galicia Ultra Trail,65.0,2024,80,0 days 07:43:00
519,GER,102894,DonnersbergTrail,49.0,2024,80,0 days 04:05:25.666666666
590,FRA,103226,Trails Cathares - Trail des Donjons,80.0,2024,80,0 days 09:52:34.666666666
860,FRA,104427,Grand Raid du Finistère,166.0,2024,80,0 days 19:09:09
1735,POL,112817,Pomerania Trail 100 km,100.0,2022,80,0 days 09:59:58
1261,FRA,107480,Trail du Néron,50.0,2024,80,0 days 05:29:47.666666666
516,GER,102887,Arberland Ultra Trail,68.0,2024,80,0 days 06:19:51.333333333
821,FRA,104264,Trail Aquaterra - L'EDFi des lacs,80.0,2024,80,0 days 09:02:56.500000
1726,GRE,112567,Panellinios Road Race 50 km,50.0,2024,80,0 days 03:29:45.250000
607,GBR,103303,Sidlaw Ultra,69.0,2024,79,0 days 06:36:50.500000
159,GBR,99710,Peddars Way Ultra,77.24832,2025,79,0 days 06:12:37.200000
1,ITA,73005,S1 Explorer Ultra,84.0,2025,79,0 days 08:56:36.250000
284,AUT,101162,Mountainman Großarltal,50.0,2024,79,0 days 05:53:08
292,GER,101237,Ultra Lauf Cottbus,64.0,2025,79,0 days 04:56:14.200000
347,GER,101801,Losheimer Trailfest T45,47.0,2024,79,0 days 04:33:51
1084,GER,105619,O-SEE Ultra Trail,65.0,2024,79,0 days 06:14:07.750000
1602,GER,110778,Doppel-Drache,52.0,2024,79,0 days 04:25:18
16,GER,90822,Fichtelberg Ultra,55.0,2024,79,0 days 04:21:18.333333333
1550,SVK,109983,Malofatranská stovka - MF50,56.0,2024,78,0 days 07:20:19
1452,ITA,109363,Etna Trail 64 km,64.0,2024,78,0 days 08:00:00
1131,ITA,106263,Lessinia Legend Run 45,47.0,2024,78,0 days 05:07:29
232,GBR,100720,Winter Spine Race,431.30312,2025,78,3 days 11:14:37.750000
1168,FRA,106767,Trail de Juliau - La Basaltique,46.0,2025,78,0 days 04:04:16
1247,FRA,107445,Bagnoles Normandie Trail,100.0,2024,78,0 days 09:26:17
839,FRA,104355,Tchimbé Raid de la Martinique,103.0,2025,78,0 days 14:36:12.750000
365,FRA,101949,100 km de Crevin,100.0,2025,77,0 days 07:22:20
1352,GBR,108121,Winter Wanderlust Ultra,50.0,2024,77,0 days 04:26:58
20,GBR,92204,Mourne Sky Ultra,50.0,2024,77,0 days 06:27:10
389,FRA,102066,Le Trail des Ruthènes,55.0,2025,77,0 days 05:05:30.750000
648,GBR,103700,Foxton Hound Ultra 50k,50.0,2024,77,0 days 04:16:14
1462,AUT,109444,Adidas Terrex Infinite Trails 60K Individual,62.0,2024,77,0 days 07:38:08
674,FRA,103887,Trail Montan'Aspe,61.0,2024,77,0 days 06:48:56.333333333
1663,ITA,111247,Valdambra Ultra Trail,51.0,2024,77,0 days 05:16:21
1728,ITA,112582,Ultra Padova,47.0,2024,76,0 days 03:32:56
661,AUT,103827,Sauwald Trail,47.0,2024,76,0 days 03:46:56.750000
659,GER,103795,Spalter Freiheit Hügelland Trailrun 46 K,46.0,2024,76,0 days 03:47:52
1456,ITA,109418,Cima Tauffi Trail,60.0,2024,76,0 days 07:03:47
557,FRA,103154,Trail de la Chouette - La Lapone,65.0,2024,76,0 days 07:11:52
1608,FRA,110805,La Grande Ourcq - 65km,65.0,2024,76,0 days 05:49:48.333333333
1173,POL,106800,Salamandra Ultra Trail 50 Km,59.0,2024,76,0 days 05:10:30.500000
1067,GBR,105453,Butcombe Trail Ultra 50mi,80.467,2025,75,0 days 07:38:40.500000
128,SUI,99195,Scenic Trail,130.0,2024,75,0 days 18:13:49
1546,SUI,109976,Crossing Highlands,112.0,2024,75,0 days 15:08:20
1671,ITA,111387,50 km nel Parco dell'Adda,47.0,2024,75,0 days 03:31:21
35,GER,95215,Suedkreis Meilen Marathon,68.0,2025,74,0 days 07:10:24
1091,ITA,105696,Trail del Marganai,47.0,2025,74,0 days 05:03:04.250000
1707,BEL,111947,Bear Trail 83 Km,83.0,2024,74,0 days 07:55:55
121,SUI,98954,EcoTrail Genève 50km,50.0,2024,74,0 days 03:59:25.500000
1099,TUR,105826,Ephesus Ultra Trail - 120km,120.0,2024,74,0 days 12:31:02.500000
801,GBR,104190,TEC Lake District 46km,46.0,2024,74,0 days 05:14:00
1065,GBR,105412,Peak District Birthday Bash,70.0,2025,74,0 days 08:01:43.500000
1059,NOR,105338,Blefjells Beste,57.0,2024,74,0 days 05:26:35.750000
14,DEN,90231,The Hammer Trail Bornholm 50 km,50.0,2024,74,0 days 05:22:49.333333333
816,FRA,104258,High Trail Vanoise,72.0,2023,73,0 days 09:07:24.333333333
845,FRA,104411,Trail de la Barousse - Le Tourroc,50.0,2024,73,0 days 05:44:14
1112,GBR,106073,Sri Chinmoy Self Transcendence 50k race,50.0,2024,73,0 days 02:52:51
86,SUI,98321,Ultra Bielersee,50.0,2024,73,0 days 03:23:39.500000
1094,ITA,105699,Sciacche Ultratrail 100km,100.0,2025,73,0 days 12:44:52
993,FRA,104880,Trail du Bois des Côtes,60.0,2024,72,0 days 05:09:25
1205,FRA,106992,Trail du Café,55.0,2024,72,0 days 07:59:46
1211,POL,107041,GWINT Ultra Cross 110 Km,110.0,2024,72,0 days 10:41:25
1355,GBR,108139,Epona 100,160.934,2024,71,1 days 01:11:00
1774,GRE,114527,Virgin Forest Ultra Trail (VFUT) 46 km Paranesti Path (PP),46.0,2024,71,0 days 04:15:16.750000
241,GER,100743,Taubertal 100 km,100.0,2024,71,0 days 08:21:38.750000
504,GBR,102835,The Millennium Way,65.98294,2024,71,0 days 06:01:59
1603,BEL,110789,Haute Ardenne Ultra Trail,50.0,2024,71,0 days 05:22:54.500000
73,DEN,97952,Roskilde Fjord Rundt 50mi,80.467,2025,71,0 days 06:36:55
1592,HUN,110675,Vadlán Ultra Terep 108,108.0,2024,71,0 days 10:11:32.750000
863,POL,104449,Zimowy Festiwal Biegowy - Nocny Jelen,76.0,2024,71,0 days 07:55:43
280,NED,101060,Petranpad Ultra Run 112k,112.0,2025,71,0 days 11:18:53.400000
1631,BUL,110976,К3 Ultra - Gold Border Race 85 Km,85.0,2024,71,0 days 09:29:38.500000
1731,ESP,112663,Muntanyes de Prades Epic Trail,90.0,2024,70,0 days 08:40:11
1100,GER,105827,Night52 - Ultralauf über die Kraichgauhügel,52.0,2024,70,0 days 03:52:03
805,GBR,104206,Dartmoor – The Winter Traverse,50.0,2025,70,0 days 05:04:30
150,FRA,99552,Trail du Viaduc des Fauvettes - 50km,50.0,2024,70,0 days 04:42:32
1434,ITA,108929,Tzimbar Race 54,54.0,2024,70,0 days 05:46:53
1394,FRA,108365,Les 40 Bosses - 120km,120.0,2024,70,0 days 15:25:06.500000
885,AUT,104541,WSUT70 Wörthersee Ungetüm,70.0,2024,70,0 days 06:48:31
1512,ROU,109773,Piatra Craiului Trails,45.0,2024,70,0 days 05:03:34
1612,HUN,110809,Vadrózsa 160,158.0,2024,70,1 days 01:03:43.250000
830,ITA,104325,Tuscany Crossing TC100M,161.0,2025,70,0 days 18:45:50
1463,GBR,109473,Stour Valley Path 100km Ultra Run,102.0,2024,69,0 days 09:27:42.250000
1523,ITA,109824,Verghereto Trail,65.0,2024,69,0 days 06:49:52
1520,CZE,109813,Týnišťské šlápoty 121 Km,121.0,2024,69,0 days 16:37:59.500000
650,NED,103724,Indian Summer Ultra 75 km,75.0,2024,69,0 days 06:48:59.666666666
1589,LUX,110654,The Great Escape 50 miles,80.467,2024,69,0 days 09:17:30
1399,SWE,108428,Sätila Trail 85km,85.0,2024,69,0 days 07:44:16.250000
1201,FRA,106986,Trail Oisans-Matheysine,45.0,2024,69,0 days 05:31:06
390,FIN,102072,Vaarojen Ultramaraton 130km,131.0,2024,69,0 days 17:12:28.500000
203,GER,100501,Monschau-Ultra Marathon K70,70.0,2024,69,0 days 05:44:51.666666666
1214,TUR,107065,Narlica Mountain Marathon 55 km,49.0,2024,69,0 days 04:18:02
758,GBR,104104,TrailFest Cannock Chase Forest 50 km,50.0,2024,69,0 days 04:30:16.666666666
955,FRA,104767,L'Ultra Techni Trail de Tiranges 56 km,56.0,2024,68,0 days 06:34:32
599,FRA,103288,Ultra-trail Tour de Nancy - Roi Stanislas,109.0,2024,68,0 days 11:22:38
1641,BUL,110997,Tran Ultra Run - Ten Peaks Ultra,54.0,2024,68,0 days 06:53:50
595,POL,103240,Zielonogórski Ultramaraton Nowe Granice 103km,103.0,2025,68,0 days 09:03:40.600000
1618,BEL,110854,Trail des Fées,55.0,2024,68,0 days 05:03:30.500000
433,ITA,102232,TOR450 - Tor des Glaciers,450.0,2024,68,5 days 04:43:30
1162,GBR,106751,Humanity Direct Chiltern Challenge,49.88954,2024,68,0 days 04:05:25.250000
640,ITA,103631,Ultra Trail del Lago di Como - UTLAC250,254.0,2025,68,1 days 21:58:59.750000
1332,ITA,107798,Vesuvio Ultra Marathon - 50km,50.0,2024,67,0 days 05:33:45
44,GBR,96554,Welcome Way Ultramarathon 33mi,54.71756,2025,67,0 days 05:03:15.750000
1714,ESP,112307,360° The Challenge,258.0,2024,67,2 days 04:52:16.666666666
491,FRA,102767,Raidlight Vendée Trail - 72km,72.0,2024,67,0 days 06:25:22.500000
184,POL,100152,Turbacz Winter Trail,47.0,2024,66,0 days 05:13:33.500000
723,GBR,104019,The Grand Tour of Skiddaw,74.02964,2024,66,0 days 07:44:22.500000
364,IRL,101936,Seven Sisters Skyline,55.0,2024,66,0 days 07:43:08.250000
1032,IRL,105114,Wicklow Way Race 127 Km solo,127.0,2024,66,0 days 13:36:58
815,SLO,104254,Triglav Trail Race,78.0,2024,65,0 days 11:29:31.750000
843,FRA,104409,Trail Volodalen du Lac de Vouglans,70.0,2024,65,0 days 06:09:47
763,IRL,104117,Slí Chorcaí Ultra,71.0,2025,65,0 days 06:21:15
1485,FRA,109679,Trail des Sources de l'Yvette - P'tite Trotte,47.0,2024,65,0 days 05:58:37
1737,POL,112820,UltraKotlina180,181.0,2024,65,0 days 23:28:22.500000
1619,BEL,110857,L'Ultra by HuyForTrail,67.0,2024,65,0 days 05:47:05.333333333
1429,ESP,108859,Montseny - St Esteve,61.0,2024,65,0 days 06:15:07.500000
1623,ITA,110862,Big Rock Morenic 50 km,50.0,2024,65,0 days 04:09:55
1691,POL,111750,Garmin Ultra Race Myslenice 78km,78.0,2024,64,0 days 08:02:08
56,HUN,97134,Ultra Grande Amore,50.0,2024,64,0 days 03:26:06
639,DEN,103610,Ultraløbet Ringkøbing Fjord Rundt 60km,60.0,2024,64,0 days 05:27:29
523,GER,102905,HuBuT Hunsbuckel Trail,102.0,2024,64,0 days 12:10:20
1338,ITA,107841,Monte Catria Extremetrail,54.0,2025,64,0 days 07:08:34.250000
1146,ITA,106556,The Abbots Way Ultrashot 90k,90.0,2021,64,0 days 10:05:32
517,GER,102889,SoNUT Soonwald Nahe Ultra Trail,62.0,2024,64,0 days 06:08:00
1358,ESP,108241,La Picon Castro - Ultra,60.0,2022,63,0 days 07:00:11
754,GBR,104092,Race Across Scotland 215 Mile,346.0081,2024,63,2 days 10:08:16.500000
177,GER,100058,Ottonenlauf - Supermarathon 69 km,69.0,2024,63,0 days 05:51:12.666666666
303,SWE,101456,Sörmlands 100 - 100km,100.0,2024,63,0 days 08:56:50
131,BEL,99381,Festival Trail Semois,70.0,2024,63,0 days 06:40:42
1444,NED,109119,Salomon Koning van Spanje Trail - 80km,81.0,2024,63,0 days 07:34:53.666666666
411,FRA,102121,Trail des Pyramides Noires 124 Km,124.0,2024,63,0 days 12:08:48.333333333
680,POL,103898,Ultra-Trail Malopolska - UTM45,49.0,2024,63,0 days 05:14:39.500000
1620,ITA,110858,UTDM - Ultra Trail del Moscato,54.0,2024,63,0 days 05:21:15.750000
1551,ITA,109987,Ultratrail della Maiella,46.0,2024,63,0 days 05:29:54.333333333
971,ITA,104818,La Grande Corsa Bianca,110.0,2025,63,0 days 16:26:00
1310,GBR,107613,Jurassic Coast 50km Ultra,50.0,2024,62,0 days 05:03:05
282,GBR,101094,Peak District Ultras - Limestone 50,80.467,2024,62,0 days 08:55:59.250000
470,POR,102540,Azores Trail - Blue Island Trail,65.0,2024,62,0 days 07:08:29.333333333
40,BEL,96023,Legends Trail 250,275.0,2025,62,1 days 22:40:00
1002,GER,104898,Berliner Vollmond-Marathon,46.0,2024,62,0 days 03:29:28
421,GRE,102186,9 Muses ultra race - Terpsichore,59.0,2024,62,0 days 04:54:40.666666666
1422,ITA,108705,MEHT Monterosa Est Himalayan Trail - Brutal,103.0,2023,62,0 days 15:35:44.666666666
424,ITA,102191,Etna Extreme 100 km del Vulcano,100.0,2024,62,0 days 09:58:22.666666666
619,FRA,103518,Trail des Gorges de l'Ardèche - L'Ultra des Gorges,73.0,2024,62,0 days 09:41:44
74,NED,97954,Cauberg Trail - winter edition,54.0,2025,62,0 days 04:21:10.500000
979,FRA,104853,Ultra Beaujolais Villages Trail (UBVT),84.0,2024,62,0 days 09:08:15
1049,BEL,105261,Mad Elf Run,49.0,2024,62,0 days 03:51:02
1703,GBR,111835,Kendal Skyline Ultra,50.0,2024,62,0 days 04:08:03
302,SWE,101455,Sörmlands 100 - 100mi,166.0,2024,62,0 days 19:28:28.666666666
212,GBR,100559,Malvern Hills Ultra 47 Miles,75.63898,2025,62,0 days 08:13:38.750000
1733,NOR,112710,Hornindal Rundt,75.0,2024,61,0 days 10:45:46.333333333
1317,ITA,107670,Gran Raid delle Prealpi Trevigiane - GR70,72.0,2024,61,0 days 08:12:11.333333333
1189,GBR,106908,Five Trails Ultra 50km,50.0,2024,61,0 days 04:29:31.500000
429,GBR,102222,Hardmoors 110,177.0274,2024,61,0 days 21:29:23.750000
1739,GER,113079,50 km Herbstwaldlauf - Ultramarathon in Bottrop,50.0,2024,61,0 days 03:09:37.800000
344,GER,101788,HochwaldUltraTrail,45.0,2024,61,0 days 04:02:54
1443,NED,109094,VechtdalTrail,50.0,2024,61,0 days 04:33:42.750000
248,CZE,100784,Baroko ultra 100 km,100.0,2024,61,0 days 08:26:38.250000
1132,SWE,106265,Östgöta Ultra Trail 55K,55.0,2024,61,0 days 05:27:05.750000
1052,BEL,105267,Trail de la Siberie - 100km,101.0,2025,61,0 days 10:11:35.250000
1262,FRA,107486,Ultra Trail de Pons (UTP) 55km,55.0,2024,61,0 days 05:25:37.500000
1311,POL,107618,NorDan Run,48.0,2024,61,0 days 03:38:37.500000
884,AUT,104538,KUT80 Karnisches Ungetüm,75.0,2024,61,0 days 10:51:40.500000
394,FRA,102078,Ultra Trail des Fontaines,105.0,2025,61,0 days 10:52:36
1437,AUT,108972,Wien - Rundumadum 61 km,61.0,2024,61,0 days 04:57:45
65,FRA,97615,Le Radicatrail - Le Radicassant,124.0,2024,60,0 days 13:07:50
1587,ITA,110590,Trail del Montanaro,50.0,2025,60,0 days 06:07:25
556,ESP,103151,Ultra de Gredos,71.0,2024,60,0 days 08:15:14.666666666
575,FRA,103195,Trail des Maquisards,69.0,2023,60,0 days 07:08:08.500000
474,GBR,102593,South Downs 100 km,100.0,2024,60,0 days 08:21:09.500000
293,GBR,101248,Rose of the Shires Ultra 54,86.90436,2025,60,0 days 07:55:55.400000
1246,POL,107425,Ultramaraton Annogórski,50.0,2024,60,0 days 04:42:32.250000
1781,DEN,114842,Fussingø Trail,52.0,2024,60,0 days 04:35:23.500000
286,GBR,101171,Yorkshire 3 Peaks Ultra 70km,70.0,2024,59,0 days 07:28:54.333333333
326,FRA,101605,Ultra Trace de Guadeloupe - UT100,100.0,2025,59,0 days 13:55:08
1170,FRA,106781,Trail des 2 Roches,52.0,2024,59,0 days 04:35:03
1302,GBR,107596,Glen Lyon Ultra Marathon,49.88954,2024,59,0 days 04:13:45.750000
1351,GBR,108119,Triple Trail 50 miles,80.467,2024,59,0 days 08:01:33
339,GER,101774,Int. 100km-Lauf Grünheide/Störitz - DM 100km,100.0,2025,59,0 days 06:34:34
695,GBR,103945,Skipton Skedaddle Ultra 34mi,54.71756,2024,59,0 days 05:08:35.500000
1654,ITA,111144,UTLM Ultra Trail Lago Maggiore Brave,50.0,2024,59,0 days 05:53:06.666666666
653,SVK,103775,Big Bear's Ultra BBU100+,118.0,2024,59,0 days 16:33:56.500000
1382,BEL,108342,Trail Godefroy Bouillon,80.0,2024,59,0 days 07:33:21
1018,NED,105018,Dutch Coast Ultra Run by Night 50km,50.0,2025,59,0 days 04:10:40
345,GER,101794,Oberlausitztrail,60.0,2024,59,0 days 05:09:00
698,GBR,103951,Wharfedale Skyline Ultra 35mi,56.3269,2024,59,0 days 04:59:26.200000
1291,BUL,107528,Kodzha Kaya - Black Course,75.0,2024,58,0 days 09:35:41
1499,FRA,109728,Trail Des Truffières,48.0,2024,58,0 days 04:09:09.500000
693,GBR,103943,Harrogate Hustle Ultra 33mi,53.10822,2025,58,0 days 05:03:05.666666666
125,SUI,99004,Engiadina Scuol Trail - Alvetern Trail,49.0,2024,58,0 days 05:35:35
1508,ROU,109769,Bucovina Ultra Rocks - 4 Summits,88.0,2024,58,0 days 11:27:38.750000
866,FRA,104466,Trail de Saint-Jeoire,77.0,2024,58,0 days 09:54:41.500000
596,POL,103241,Zielonogórski Ultramaraton Nowe Granice 48km,48.0,2025,58,0 days 03:45:21.600000
1762,ESP,113912,Ultra Falco Trail ,69.0,2021,58,0 days 07:39:02
1114,FRA,106089,Trail du Suc des Vents,54.0,2025,58,0 days 05:25:11.500000
524,SUI,102906,100 km Lauf Biel - Militär-Patrouillenlauf,100.0,2024,58,0 days 12:16:08.250000
2,SLO,73006,S1 ultra trail,161.0,2023,57,0 days 23:09:45.500000
806,GBR,104207,St. Peters Way Ultra,67.59228,2025,57,0 days 05:42:46.800000
727,GBR,104046,Peak District Challenge - Bronze Ultra 50km,50.0,2024,57,0 days 05:02:23.500000
1043,FIN,105197,Himos Double-Extreme,52.0,2024,57,0 days 04:34:53.500000
319,GBR,101566,Thames Trail Ultra,75.63898,2024,57,0 days 06:36:22.250000
219,GER,100589,Panoramalauf rund um die Burg Are,54.0,2024,57,0 days 04:53:14.333333333
1776,GRE,114529,Virgin Forest Ultra Trail (VFUT) 100 Miles,162.0,2024,57,0 days 22:18:36.250000
586,FRA,103222,Trail de Haute-Provence - Ultra de Provence,160.0,2024,57,0 days 23:11:26.333333333
1678,ITA,111572,T60 - Trail del Battaglione,60.0,2024,57,0 days 08:00:49.666666666
1544,SVK,109974,Východniarska 50,58.0,2024,57,0 days 06:06:16
1579,DEN,110554,O.U.T. - Outdoor Ultra Trail 101km,101.0,2023,57,0 days 09:35:35.500000
934,GER,104716,Lindwurm - im Auge des Drachen 45 km,45.0,2025,57,0 days 04:58:19
1454,ITA,109415,100 miglia del Monviso,160.0,2024,56,0 days 23:21:06.333333333
343,GER,101785,ALB-Traum 100,115.0,2024,56,0 days 12:35:29.333333333
983,SWE,104862,Trail Genom Skåne TGS 50,50.0,2024,56,0 days 04:12:44.500000
200,SUI,100363,Swiss Irontrail T105,102.0,2024,56,0 days 14:01:23
1251,FRA,107451,Trail Du Layon,60.0,2022,56,0 days 04:53:55
467,GER,102525,UltraSteinhart666,56.0,2024,56,0 days 03:58:46.500000
1027,IRL,105109,The Kerry Way Ultra,193.0,2024,56,0 days 22:47:52.250000
63,NED,97613,RUNFORESTRUN Hart van Drenthe,52.0,2025,56,0 days 04:20:59.500000
1441,ITA,109051,CAUT - Curnis Auta Trail,81.0,2024,56,0 days 09:33:42.250000
1529,BIH,109907,Vučko Trail - red course,61.0,2024,56,0 days 08:21:20.500000
238,SUI,100736,SwissPeaks 660,360.0,2024,56,3 days 09:34:58
1109,BEL,106025,LaThareé Trail  48 km,48.0,2024,55,0 days 04:57:23
7,NOR,83088,Lofoten Ultra Trail 50 Miles,80.467,2024,55,0 days 10:50:10
1117,NED,106147,65 van Walcheren,65.0,2025,55,0 days 04:52:43.750000
1301,GRE,107595,Ymittos Ultra Trail 90km,90.0,2024,55,0 days 12:07:53
1303,GBR,107597,Norfolk 100km,100.0,2024,55,0 days 09:32:14.250000
471,POR,102541,Azores Trail - Whalers Great Route Ultra-Trail,118.0,2024,55,0 days 16:06:24
1042,FIN,105193,Uttertrail,52.0,2024,55,0 days 04:32:56
1563,LTU,110090,Kernavė - Vilnius Trail,82.0,2024,55,0 days 07:21:41.750000
157,AUT,99687,Gletscher Ultra Trail,61.0,2024,55,0 days 07:47:20
927,SWE,104698,The Gax 100 miles,160.934,2024,54,0 days 17:01:39.400000
1640,BUL,110996,Yagodina Cave Ultra 95,95.0,2024,54,0 days 12:56:58.250000
1672,ITA,111389,Malcesine Panoramic Trail,46.0,2024,54,0 days 05:41:33
1785,TUR,116923,Antalya Ultra 85km,85.0,2024,54,0 days 08:06:00.666666666
1775,GRE,114528,Virgin Forest Nature Trail 110 km (NTR),110.0,2024,54,0 days 13:10:01.750000
1089,SWE,105665,Jättelångt 70 km Trail,70.0,2024,54,0 days 06:12:09
1187,SLO,106904,Julian Alps Trail Run by UTMB - 170K,174.0,2023,54,0 days 22:38:41
324,ITA,101585,Alvi Trail Liguria Sea 50K,53.0,2024,54,0 days 05:29:00
1228,GRE,107276,Saronikos Road Race,61.0,2025,54,0 days 04:33:30.250000
752,GBR,104087,Beacons Way Ultra 100,160.934,2024,54,1 days 00:21:51
337,GER,101773,50km Lahntallauf  Marburg,50.0,2025,54,0 days 03:26:11.333333333
1423,ITA,108706,MEHT Monterosa Est Himalayan Trail - Epic,55.0,2024,54,0 days 07:28:20.500000
1734,POL,112770,Borecka Lekuk Trail,71.0,2024,53,0 days 05:19:38.500000
1479,FRA,109644,Trail de Jouques - Le Big Trail,50.0,2024,53,0 days 05:21:33.333333333
1771,NED,114434,UHUT UtrechtseHeuvelUltratrail 100km - Rhenen Loop split,50.0,2024,53,0 days 04:15:00
1778,GRE,114533,Rodopi Advendurun 100 miles (ROUT-100),183.0,2024,53,1 days 03:26:40
1198,FRA,106939,Trail du Mont Saint-Romain,45.0,2025,53,0 days 03:59:40
294,GBR,101294,Jurassic Coast Ultra 40mi,64.3736,2024,53,0 days 06:06:18.750000
1719,AUT,112436,Wien - Rundumadum 130 km,130.0,2024,53,0 days 12:28:45
62,GER,97590,Ith-Hils-Ultratrail,81.0,2025,53,0 days 09:13:30
1297,BEL,107576,L.A.T Legends Ardennes Trail 100km,107.0,2025,53,0 days 10:50:38.666666666
1219,FRA,107120,Relais Nocturne Philippidès - Solo,54.0,2024,53,0 days 04:31:27.750000
907,POR,104572,Proença Cross Trail,51.0,2024,53,0 days 04:29:52
1521,CZE,109814,Týnišťské šlápoty 62 Km,62.0,2024,53,0 days 08:08:35
615,GBR,103504,Shale Trail Run,49.0,2024,53,0 days 03:46:10.750000
27,NOR,94035,Soria Moria til Verdens Ende  100mi,160.934,2024,53,0 days 19:59:12.750000
