,country,event,name,dist_km,year,finishers,duration
376,GER,102018,Ultra Bremerhaven-Bremen-Nord,71.0,2024,9,0 days 07:50:50.500000
1439,ESP,109011,6h Ultrafondo En Pista Ciudad Real - 50km split,50.0,2021,8,0 days 03:51:11
133,GBR,99416,Grim Reaper 100 Mile UltraMarathon,160.934,2024,8,0 days 15:33:59
1686,HUN,111653,Hangonyi Rekord Ultra 50 km,50.0,2024,8,0 days 03:43:58
1425,GER,108741,Ultramarsch Black Forest x-trem 100km,100.0,2024,8,0 days 15:35:00
1477,IRL,109630,Trasna Na Blianta 24h - 100km split,100.0,2025,8,0 days 08:42:33.333333333
1570,LTU,110336,Lithuania 100 km road runing championship,100.0,2024,8,0 days 06:23:57
1524,GER,109833,L3 - Laatzen-Leinewiesen-Lauf,45.0,2024,8,0 days 04:15:00
1581,UKR,110565,Ukrainian National Athletics Championships 100 km,100.0,2025,8,0 days 06:58:18.500000
1591,GER,110672,Hörster Egge Ultramarathon,47.0,2024,8,0 days 05:18:23.500000
1525,BIH,109898,Jahorina Ultra-Trail - 139km,139.0,2023,8,0 days 19:04:13
643,SRB,103678,50 km Run Palic,50.0,2021,8,0 days 03:31:26
1753,HUN,113723,Retro Szőlőskör,52.0,2024,8,0 days 04:38:28
535,SLO,102935,Ultra Trail Savinja - Green Route - 53 km,53.0,2024,8,0 days 07:44:31
880,GER,104488,Rosenmontagsultra um die Heilenbecker Talsperre,45.0,2025,8,0 days 03:47:02
768,IRL,104124,WTF 130km Ultra Trail Race,130.0,2024,8,0 days 15:58:24.666666666
1704,GBR,111843,Kudos its Kirkstall Abbey,51.49888,2024,8,0 days 04:41:23
1319,GBR,107686,Ebor Endurance 50 mile,80.467,2024,8,0 days 08:45:05
1313,GBR,107666,The Glorious Gargrave Gallop,62.0,2024,8,0 days 04:33:05
1711,SLO,112116,Trail Ljubljana 54 km,54.0,2024,8,0 days 05:49:50
1030,IRL,105112,Stone Cross to Lug solo,54.0,2024,8,0 days 06:54:02.500000
1009,NED,104968,Dutch Coast Ultra Run by Night 100km,100.0,2025,8,0 days 10:36:20
1020,AUT,105027,Internationaler Kärnten Super Marathon,50.0,2023,8,0 days 03:37:17.500000
290,GBR,101218,Gloucester Track Races 100km,100.0,2024,8,0 days 07:45:56.333333333
298,GRE,101398,Heyday Road - Sparta to Olympia,166.0,2023,8,0 days 16:51:00
1406,ITA,108498,Alvi Trail Liguria East 220K - stage 2,58.0,2024,8,0 days 10:46:03
1133,SWE,106266,Östgöta Ultra Trail 165K,165.0,2024,8,0 days 23:15:41
1045,FIN,105200,Radioaseman Ultra Maraton 50 mailia,80.467,2021,8,0 days 07:35:33
935,SWE,104727,Backen i trädgården,45.0,2024,8,0 days 06:03:11.750000
425,GER,102193,1.Nord-Ostsee-Kanal Ultra,70.0,2024,8,0 days 07:45:13
878,FRA,104482,Grands Trails d'Auvergne - 360° Ultra-Trail - en duo,135.0,2024,8,0 days 21:21:31
1182,FRA,106851,Trail du Mont Chauve - La 52 - duo,52.0,2024,8,0 days 06:11:58
1305,GBR,107604,Belfast 100 Mile Road Race,160.934,2022,8,0 days 17:39:11.500000
833,GER,104328,Tortura Frühjahrs Ultra 69 km,69.0,2024,7,0 days 07:18:20
1722,ITA,112552,CUTPUGLIA – Castellaneta Urban Trail,80.0,2024,7,0 days 09:12:20
1646,SUI,111027,Mostindien Marathon - 50 km Ultra,50.0,2024,7,0 days 04:33:12
85,SUI,98320,Bielersee XXL 120 km,120.0,2024,7,0 days 12:35:42.666666666
1601,GER,110748,Schloß Varlar Ultramarathon,46.0,2024,7,0 days 05:09:45
1610,FRA,110807,La Grande Ourcq Ultimate,120.0,2024,7,0 days 12:41:15
1670,GBR,111379,Mercian Challenge Race,160.934,2024,7,1 days 05:42:00
1497,FRA,109723,Les 100 Bornes du Père Noël,100.0,2023,7,0 days 11:02:30
1040,ITA,105185,100km di Torino - 50mi split,80.467,2025,7,0 days 09:22:21.600000
808,GBR,104234,The Tunnel Ultra ,321.868,2024,7,1 days 19:25:22
509,GBR,102879,Copthorne 50mi,82.07634,2024,7,0 days 09:17:32
950,SWE,104761,Halland Ultra-Beach Trailrun (HUB I: Skogen och Heden),72.0,2024,7,0 days 09:26:40
1108,SUI,106022,50 Jahre Ursula und Christian 50km Ultra,50.0,2024,7,0 days 04:12:01
236,GBR,100732,The Dales High Way Ultra 104mi,167.37136,2024,7,1 days 00:17:00
1055,ITA,105309,Sila3vette 260 km aria,260.0,2024,7,2 days 13:32:00
1072,ITA,105569,Cinisello Balsamo Running Festival 100mi,160.934,2025,7,0 days 18:47:08
1041,ITA,105185,100km di Torino,100.0,2025,7,0 days 09:22:21.600000
1037,ISL,105151,Trekyllisheidin,48.0,2024,7,0 days 04:18:05
299,GRE,101399,Heyday Road - Sparta to Megalopolis,73.0,2024,7,0 days 05:44:30
1136,GER,106342,RunFellows Sommernacht Trail,74.0,2024,7,0 days 10:05:00
114,GBR,98758,The Bridge 100,160.934,2024,6,1 days 00:18:02
1490,GER,109709,Ultramarsch Dresden / Sächsische Schweiz,100.0,2024,6,0 days 13:38:00
1617,FIN,110826,NAMI-matka,100.0,2024,6,0 days 08:53:46
1626,GER,110918,Aindlinger Kleeblattmarsch,75.0,2024,6,0 days 15:02:21
1764,GER,114017,Blaulichtlauf der Freiwilligen Feuerwehr Schwaan,46.0,2024,6,0 days 03:44:00
1645,NOR,111018,Østfold Ultra Trail Challenge 70km,70.0,2024,6,0 days 11:51:42
152,CZE,99661,TMMTR - TransMoravian Masochist Trail Run,160.934,2024,6,0 days 19:09:44
1436,GBR,108971,The Bridge 40,64.3736,2024,6,0 days 07:34:31
1075,GER,105581,DUD Ultra 50km,50.0,2024,6,0 days 03:52:40
1140,HUN,106487,Északi Part 100km,100.0,2024,6,0 days 09:58:03
1230,CZE,107342,K6 Czech Ultramarathon Festival - 50km,50.0,2023,6,0 days 04:22:21
1328,NOR,107725,Kick-Master Ultra 50km,50.0,2023,6,0 days 03:46:59
160,GBR,99766,West Highland Way & Ben Nevis Race,170.59004,2023,6,1 days 02:54:00
373,GBR,102008,Nidderdale Way Ultra 2 Loops,177.0274,2023,6,1 days 00:37:01.500000
534,SLO,102934,Ultra Trail Savinja - Red Route - 97 km,97.0,2024,6,0 days 16:40:21
443,HUN,102336,Ultrappolca 50 km,50.0,2025,6,0 days 04:01:29.250000
951,SWE,104762,Halland Ultra-Beach Trailrun (HUB III: Klappern och Klipporna),51.0,2024,6,0 days 08:04:00
765,IRL,104121,Coast2Coast Bray Head,600.0,2024,6,4 days 19:45:59
683,SWE,103907,Öland Lighthouse Challenge - 50 miles,80.467,2022,6,0 days 07:41:52
488,FRA,102745,USO  l'Ultra du Sud Ouest,202.0,2024,6,1 days 03:52:00
688,ISL,103922,Posthlaupid ,50.0,2024,6,0 days 04:09:07
338,GER,101774,Int. 100km-Lauf Grünheide/Störitz,100.0,2025,3,0 days 06:34:34
1,SWE,1,Göteborgsvarvet,21.1,2025,1,0 days 01:02:47
1,SWE,1,Lidingöloppet 30,30,2025,1,0 days 01:38:29
1,SWE,1,Idre Fjäll 28 km,28,2025,1,0 days 02:13:04
1,SWE,1,Ultravasan45,43,2025,1,0 days 02:36:44
1,SWE,1,Höga kusten trail 45,45,2025,1,0 days 04:18:15
1,SWE,1,Stockholm Marathon,42.2,2025,1,0 days 02:14:17
