event1,event2,ratio
Trans Scania,TEC 100 miles,1.9156343209894593
Trans Scania,TEC 200 miles,0.8449715329752481
Trans Scania,TEC 50 miles,3.552751649585849
Trans Scania,Ultravasan 90,4.484155436346984
Trans Scania,VXO 100 km,5.437129168385316
Trans Scania,Österlen Spring Trail,6.35615375142265
Trans Scania,Östgöta ultra trail,5.731651380494029
UKA pain 50 km,Aros Marathon 50 km,1.2249198717948717
UKA pain 50 km,Björnfrossa,0.8060543056021107
UKA pain 50 km,Black river run 100 miles,0.421938592291118
UKA pain 50 km,Black river run 50 miles,0.7573326208789992
UKA pain 50 km,Borås 50 km,1.1654434541626626
UKA pain 50 km,Ecotrail Stockholm 45 km,1.1891222907229735
UKA pain 50 km,Ecotrail Stockholm 80,0.6531382412529798
UKA pain 50 km,Fjällmaraton 100 km,0.4050854071968422
UKA pain 50 km,Fjällmaraton 45 km,1.0254178301274615
UKA pain 50 km,Gax 100 miles,0.2792855584148275
UKA pain 50 km,Gotland Run 511 km,0.05089285714285714
UKA pain 50 km,Gotland Ultra,1.2054431209293301
UKA pain 50 km,Gotrun enkle,0.7253829035653669
UKA pain 50 km,Göteborg Trail,0.8924479147963226
UKA pain 50 km,Hammarby Alpin Marathon,1.2958769880860945
UKA pain 50 km,Idre 45 km,1.1070233007365837
UKA pain 50 km,Jättelångt,0.8973867561879862
UKA pain 50 km,Kolmården Ultra Trail,1.1088317770537777
UKA pain 50 km,Kullamannen 100 km,0.4673523833537842
UKA pain 50 km,Kullamannen 100 miles,0.2390275385666045
UKA pain 50 km,Kullamannen 50 km,1.1026890108271945
UKA pain 50 km,Peters Trail 104 km,0.4913785887347216
UKA pain 50 km,Sandsjöbacka 60 km,0.9037400092022345
UKA pain 50 km,Sandsjöbacka 90 km,0.4479856916574545
UKA pain 50 km,Silverleden Ultra,0.769919620648059
UKA pain 50 km,Snapphaneracet,0.9463480486087467
UKA pain 50 km,Sätila 85 km,0.5732998957640545
UKA pain 50 km,Sörmland Ultra Marathon,1.2368092193815838
UKA pain 50 km,Sörmlands100 100 km,0.513417691564801
UKA pain 50 km,Sörmlands100 100 miles,0.24193659186894578
UKA pain 50 km,Sörmlands100 55 km,1.0269127712457498
UKA pain 50 km,TEC 100 miles,0.2860283828267437
UKA pain 50 km,TEC 46 km,1.4828424617769715
UKA pain 50 km,TEC 50 miles,0.6650243292341208
UKA pain 50 km,UTMB,0.1589192034091102
UKA pain 50 km,Ultravasan 90,0.6305475941652005
UKA pain 50 km,Ursvik Ultra 45 km,1.1489837785820995
UKA pain 50 km,Ursvik Ultra 75 km,0.6354427968222708
UKA pain 50 km,VXO 100 km,0.6744616197648302
UKA pain 50 km,Österlen Spring Trail,0.9989986855951731
UKA pain 50 km,Östgöta ultra trail,0.8518471854633436
UTMB,Black river run 100 miles,1.61711808387346
UTMB,Ecotrail Stockholm 80,3.333727230804704
UTMB,Fjällmaraton 100 km,2.6833440078728406
UTMB,Fjällmaraton 45 km,6.305609894617278
UTMB,Gotrun enkle,4.429645784763481
UTMB,Hammarby Alpin Marathon,7.863157066414857
UTMB,Idre 45 km,6.969434660617277
UTMB,Kullamannen 100 km,2.5384773082632837
UTMB,Kullamannen 100 miles,1.579558932273681
UTMB,Kullamannen 50 km,6.195128076343546
UTMB,Sandsjöbacka 90 km,3.108075327162464
UTMB,Sätila 85 km,3.6274772761138427
UTMB,Sörmland Ultra Marathon,7.6641356036201875
UTMB,Sörmlands100 100 km,3.557062508899331
UTMB,Sörmlands100 55 km,6.344847291891549
UTMB,TEC 100 miles,1.7065918515172145
UTMB,TEC 50 miles,3.7630962441453644
UTMB,UKA pain 50 km,6.292505742214625
UTMB,Ultravasan 90,3.855760200471227
UTMB,Ursvik Ultra 75 km,4.099367249576995
UTMB,Österlen Spring Trail,6.085784817938696
Ultravasan 90,Aros Marathon 50 km,2.1334333879321465
Ultravasan 90,Björnfrossa,1.3177515068376224
Ultravasan 90,Black river run 100 miles,0.4852061458607544
Ultravasan 90,Black river run 50 miles,1.1655878315634118
Ultravasan 90,Borås 50 km,1.8663460320783567
Ultravasan 90,Borås 91 km,0.8798500896228361
Ultravasan 90,Ecotrail Stockholm 45 km,2.0125157261946494
Ultravasan 90,Ecotrail Stockholm 80,1.011604175692283
Ultravasan 90,Fjällmaraton 100 km,0.6606881372117845
Ultravasan 90,Fjällmaraton 45 km,1.6626357510518446
Ultravasan 90,Gax 100 miles,0.42672028002635437
Ultravasan 90,Gotland Ultra,1.9295638621356928
Ultravasan 90,Gotrun enkle,1.1871998100234589
Ultravasan 90,Göteborg Trail,1.5039582750711775
Ultravasan 90,Hammarby Alpin Marathon,2.059556878824031
Ultravasan 90,Idre 45 km,1.7497926803028525
Ultravasan 90,Jättelångt,1.316235202247615
Ultravasan 90,Kolmården Ultra Trail,1.6438971088184846
Ultravasan 90,Kullamannen 100 km,0.7230768647403885
Ultravasan 90,Kullamannen 100 miles,0.3913515040148797
Ultravasan 90,Kullamannen 50 km,1.6355330642615968
Ultravasan 90,Lejonbragden 100 km,0.8496085170159435
Ultravasan 90,Lejonbragden 50 km,2.1239527846069164
Ultravasan 90,Peters Trail 104 km,0.7163580810264416
Ultravasan 90,Peters Trail 52 km,1.66547336640069
Ultravasan 90,Sandsjöbacka 60 km,1.253438377583427
Ultravasan 90,Sandsjöbacka 90 km,0.6653566346993713
Ultravasan 90,Silverleden Ultra,1.2373643491825568
Ultravasan 90,Snapphaneracet,1.7476899099994097
Ultravasan 90,Sätila 85 km,0.952008077798275
Ultravasan 90,Sörmland Ultra Marathon,1.8797320046483128
Ultravasan 90,Sörmlands100 100 km,0.848364579227475
Ultravasan 90,Sörmlands100 100 miles,0.36760684514977243
Ultravasan 90,Sörmlands100 55 km,1.6218961318186913
Ultravasan 90,TEC 100 miles,0.4526906790479478
Ultravasan 90,TEC 46 km,2.4102958814638846
Ultravasan 90,TEC 50 miles,1.1160994912236182
Ultravasan 90,Trail genom Skåne,2.0881700795617584
Ultravasan 90,Trans Scania,0.22300743455375172
Ultravasan 90,UKA pain 50 km,1.5922374933379635
Ultravasan 90,UTMB,0.25986897459770103
Ultravasan 90,Ursvik Ultra 45 km,1.843683834212209
Ultravasan 90,Ursvik Ultra 75 km,0.9632317240508289
Ultravasan 90,VXO 100 km,1.0918590694381625
Ultravasan 90,Öland Ultra,2.2687298237919555
Ultravasan 90,Österlen Spring Trail,1.512069394143211
Ultravasan 90,Östgöta ultra trail,1.3750676188231152
Ursvik Ultra 45 km,Aros Marathon 50 km,1.1550335598262436
Ursvik Ultra 45 km,Björnfrossa,0.6885557847623667
Ursvik Ultra 45 km,Black river run 50 miles,0.5876189736132522
Ursvik Ultra 45 km,Ecotrail Stockholm 45 km,1.0479133570846124
Ursvik Ultra 45 km,Ecotrail Stockholm 80,0.5388059122692579
Ursvik Ultra 45 km,Fjällmaraton 100 km,0.3291267983569614
Ursvik Ultra 45 km,Fjällmaraton 45 km,0.8690742698918322
Ursvik Ultra 45 km,Gotland Ultra,1.0749421944096733
Ursvik Ultra 45 km,Gotrun enkle,0.6700801011585604
Ursvik Ultra 45 km,Hammarby Alpin Marathon,1.1227563908090883
Ursvik Ultra 45 km,Idre 45 km,0.9370847170477203
Ursvik Ultra 45 km,Jättelångt,0.7048819666835016
Ursvik Ultra 45 km,Kullamannen 100 km,0.38568038122243264
Ursvik Ultra 45 km,Kullamannen 100 miles,0.2183065798927313
Ursvik Ultra 45 km,Kullamannen 50 km,0.8106175943212669
Ursvik Ultra 45 km,Sandsjöbacka 60 km,0.728461493953596
Ursvik Ultra 45 km,Silverleden Ultra,0.6898041398146958
Ursvik Ultra 45 km,Sörmland Ultra Marathon,1.0442936958411018
Ursvik Ultra 45 km,Sörmlands100 100 km,0.44246776379814223
Ursvik Ultra 45 km,Sörmlands100 100 miles,0.19547054277097872
Ursvik Ultra 45 km,Sörmlands100 55 km,0.8275832051765661
Ursvik Ultra 45 km,TEC 100 miles,0.24687443161832037
Ursvik Ultra 45 km,TEC 46 km,1.2594192057024625
Ursvik Ultra 45 km,TEC 50 miles,0.5617306427709137
Ursvik Ultra 45 km,UKA pain 50 km,0.8741597820078646
Ursvik Ultra 45 km,Ultravasan 90,0.5510366756198603
Ursvik Ultra 45 km,Ursvik Ultra 75 km,0.5085905074920515
Ursvik Ultra 45 km,Österlen Spring Trail,0.8470908948141366
Ursvik Ultra 75 km,Aros Marathon 50 km,2.0245683546046247
Ursvik Ultra 75 km,Björnfrossa,1.304738275734104
Ursvik Ultra 75 km,Black river run 100 miles,0.48401340416616795
Ursvik Ultra 75 km,Black river run 50 miles,1.1225734268399399
Ursvik Ultra 75 km,Borås 91 km,0.7931152353568054
Ursvik Ultra 75 km,Ecotrail Stockholm 45 km,1.7952348662051
Ursvik Ultra 75 km,Ecotrail Stockholm 80,1.0091049825284386
Ursvik Ultra 75 km,Fjällmaraton 100 km,0.6179370926590019
Ursvik Ultra 75 km,Fjällmaraton 45 km,1.577305129851881
Ursvik Ultra 75 km,Gax 100 miles,0.43712693645245915
Ursvik Ultra 75 km,Gotland Run 511 km,0.08474720801470134
Ursvik Ultra 75 km,Gotrun enkle,1.227327858400085
Ursvik Ultra 75 km,Hammarby Alpin Marathon,2.0257389139230386
Ursvik Ultra 75 km,Idre 45 km,1.5763033960596007
Ursvik Ultra 75 km,Jättelångt,1.2409791078727594
Ursvik Ultra 75 km,Kolmården Ultra Trail,1.7442495404034384
Ursvik Ultra 75 km,Kullamannen 100 km,0.6740781222541457
Ursvik Ultra 75 km,Kullamannen 100 miles,0.39930225513443385
Ursvik Ultra 75 km,Kullamannen 50 km,1.395774418838027
Ursvik Ultra 75 km,Peters Trail 104 km,0.7349497521362576
Ursvik Ultra 75 km,Sandsjöbacka 60 km,1.1840951916871136
Ursvik Ultra 75 km,Sandsjöbacka 90 km,0.6448274645732451
Ursvik Ultra 75 km,Silverleden Ultra,1.2178919499215635
Ursvik Ultra 75 km,Sätila 85 km,0.7740833013926153
Ursvik Ultra 75 km,Sörmland Ultra Marathon,1.8324464665836688
Ursvik Ultra 75 km,Sörmlands100 100 km,0.7792737283535693
Ursvik Ultra 75 km,Sörmlands100 100 miles,0.3614721245637262
Ursvik Ultra 75 km,Sörmlands100 55 km,1.5769324824475048
Ursvik Ultra 75 km,TEC 100 miles,0.44218081936695014
Ursvik Ultra 75 km,TEC 46 km,2.1514341246308044
Ursvik Ultra 75 km,TEC 50 miles,1.0348687718890435
Ursvik Ultra 75 km,UKA pain 50 km,1.5843262157601845
Ursvik Ultra 75 km,UTMB,0.24407964763689827
Ursvik Ultra 75 km,Ultravasan 90,1.0477765822826057
Ursvik Ultra 75 km,Ursvik Ultra 45 km,1.9993561321832427
Ursvik Ultra 75 km,VXO 100 km,0.8520253513364563
Ursvik Ultra 75 km,Östgöta ultra trail,1.3115092326731839
VXO 100 km,Aros Marathon 50 km,1.9700425879470276
VXO 100 km,Black river run 100 miles,0.4520057317291484
VXO 100 km,Black river run 50 miles,1.1538780929812482
VXO 100 km,Ecotrail Stockholm 45 km,1.7792653855304856
VXO 100 km,Ecotrail Stockholm 80,0.8982082647151128
VXO 100 km,Fjällmaraton 100 km,0.566192739549835
VXO 100 km,Fjällmaraton 45 km,1.4747678119114114
VXO 100 km,Gax 100 miles,0.3864890004749209
VXO 100 km,Gotland Run 511 km,0.0749106589359297
VXO 100 km,Gotland Ultra,1.8414494492311049
VXO 100 km,Gotrun enkle,1.08299485655606
VXO 100 km,Hammarby Alpin Marathon,1.8829477858559154
VXO 100 km,Idre 45 km,1.4565636175331105
VXO 100 km,Jättelångt,1.3896866402737704
VXO 100 km,Kolmården Ultra Trail,1.55969924055726
VXO 100 km,Kullamannen 100 km,0.6596053287968813
VXO 100 km,Kullamannen 100 miles,0.37487985738732454
VXO 100 km,Kullamannen 50 km,1.5113284248406866
VXO 100 km,Lejonbragden 100 km,1.1818830719814415
VXO 100 km,Peters Trail 104 km,0.65188183618982
VXO 100 km,Sandsjöbacka 60 km,0.9833893535527242
VXO 100 km,Sandsjöbacka 90 km,0.6377999722503604
VXO 100 km,Silverleden Ultra,1.039812700927177
VXO 100 km,Snapphaneracet,1.5096017445529832
VXO 100 km,Sätila 85 km,0.9245542309410107
VXO 100 km,Sörmland Ultra Marathon,1.8773212971521953
VXO 100 km,Sörmlands100 100 miles,0.2953076101418586
VXO 100 km,Sörmlands100 55 km,1.520077617106561
VXO 100 km,TEC 100 miles,0.4498964550544688
VXO 100 km,TEC 50 miles,1.0242708131437779
VXO 100 km,Trail genom Skåne,1.9640198511166254
VXO 100 km,Trans Scania,0.18392058916212461
VXO 100 km,UKA pain 50 km,1.482664054848188
VXO 100 km,Ultravasan 90,0.9242312593029066
VXO 100 km,Ursvik Ultra 75 km,1.173673997412678
VXO 100 km,Öland Ultra,2.432354841024905
VXO 100 km,Österlen Spring Trail,1.4762979377379162
VXO 100 km,Östgöta ultra trail,1.099072395034175
Öland Ultra,Black river run 100 miles,0.22094056347943503
Öland Ultra,Black river run 50 miles,0.255500627545401
Öland Ultra,Fjällmaraton 45 km,0.8490398877102705
Öland Ultra,Gax 100 miles,0.198546974522293
Öland Ultra,Gotland Ultra,0.8213974438628457
Öland Ultra,Hammarby Alpin Marathon,1.00186189146268
Öland Ultra,Idre 45 km,0.9563519363012948
Öland Ultra,Kolmården Ultra Trail,0.5932409635222213
Öland Ultra,Kullamannen 100 km,0.27258711069996916
Öland Ultra,Kullamannen 100 miles,0.1887744680435426
Öland Ultra,Kullamannen 50 km,0.8507414007377022
Öland Ultra,Peters Trail 52 km,0.7040732595923458
Öland Ultra,Sandsjöbacka 60 km,0.533240212950107
Öland Ultra,Silverleden Ultra,0.5105436024371668
Öland Ultra,Sätila 85 km,0.38646781723314816
Öland Ultra,Sörmland Ultra Marathon,0.9312328209304693
Öland Ultra,Sörmlands100 100 km,0.37118696292238695
Öland Ultra,Sörmlands100 100 miles,0.17648810001521356
Öland Ultra,TEC 100 miles,0.22034703277040832
Öland Ultra,Trail genom Skåne,0.8673836846401306
Öland Ultra,Ultravasan 90,0.44172750053239934
Öland Ultra,VXO 100 km,0.41112422543523164
Öland Ultra,Österlen Spring Trail,0.7053309645046415
Österlen Spring Trail,Aros Marathon 50 km,1.2316139396219812
Österlen Spring Trail,Björnfrossa,0.7831173942559264
Österlen Spring Trail,Black river run 100 miles,0.30533321926355694
Österlen Spring Trail,Black river run 50 miles,0.598827826466799
Österlen Spring Trail,Borås 50 km,1.0665812525503053
Österlen Spring Trail,Borås 91 km,0.551475897218093
Österlen Spring Trail,Ecotrail Stockholm 45 km,1.2726869796838798
Österlen Spring Trail,Ecotrail Stockholm 80,0.6532040905752802
Österlen Spring Trail,Fjällmaraton 100 km,0.42079404370226736
Österlen Spring Trail,Fjällmaraton 45 km,1.0512173226903974
Österlen Spring Trail,Gax 100 miles,0.2752120250370351
Österlen Spring Trail,Gotland Ultra,1.3003519829555295
Österlen Spring Trail,Gotrun enkle,0.7395293714405181
Österlen Spring Trail,Göteborg Trail,1.0223032427436953
Österlen Spring Trail,Hammarby Alpin Marathon,1.3863237210356354
Österlen Spring Trail,Idre 45 km,1.1269814687209732
Österlen Spring Trail,Jättelångt,0.8252584610833988
Österlen Spring Trail,Kolmården Ultra Trail,1.0924312882612035
Österlen Spring Trail,Kullamannen 100 km,0.4604515800771863
Österlen Spring Trail,Kullamannen 100 miles,0.26040021325335816
Österlen Spring Trail,Kullamannen 50 km,1.0609029597237487
Österlen Spring Trail,Lejonbragden 100 km,0.6984758087155002
Österlen Spring Trail,Lejonbragden 50 km,1.4117229876941542
Österlen Spring Trail,Peters Trail 104 km,0.4620317531199088
Österlen Spring Trail,Peters Trail 52 km,0.9759586856170701
Österlen Spring Trail,Sandsjöbacka 60 km,0.864160811640383
Österlen Spring Trail,Sandsjöbacka 90 km,0.4653179400319112
Österlen Spring Trail,Silverleden Ultra,0.7961909009985078
Österlen Spring Trail,Snapphaneracet,1.009744993625266
Österlen Spring Trail,Sätila 85 km,0.6085903349136148
Österlen Spring Trail,Sörmland Ultra Marathon,1.2302412190873286
Österlen Spring Trail,Sörmlands100 100 km,0.5359707160301146
Österlen Spring Trail,Sörmlands100 100 miles,0.24657556313386833
Österlen Spring Trail,Sörmlands100 55 km,1.0947078359818272
Österlen Spring Trail,TEC 100 miles,0.2893685642089897
Österlen Spring Trail,TEC 50 miles,0.6435449883135466
Österlen Spring Trail,Trail genom Skåne,1.2398161137531785
Österlen Spring Trail,Trans Scania,0.15891661576418664
Österlen Spring Trail,UKA pain 50 km,1.0043625822174667
Österlen Spring Trail,UTMB,0.16431734442078222
Österlen Spring Trail,Ultravasan 90,0.6748041911028608
Österlen Spring Trail,Ursvik Ultra 45 km,1.1817518039221815
Österlen Spring Trail,VXO 100 km,0.689185384191714
Österlen Spring Trail,Öland Ultra,1.4186689481890074
Österlen Spring Trail,Östgöta ultra trail,0.8654330867060922
Östgöta ultra trail,Aros Marathon 50 km,1.3970332061391204
Östgöta ultra trail,Björnfrossa,0.9017983818192772
Östgöta ultra trail,Black river run 100 miles,0.33905348904826743
Östgöta ultra trail,Black river run 50 miles,0.8437673746247081
Östgöta ultra trail,Ecotrail Stockholm 45 km,1.414786368866113
Östgöta ultra trail,Ecotrail Stockholm 80,0.7533370463677922
Östgöta ultra trail,Fjällmaraton 100 km,0.5054466557274938
Östgöta ultra trail,Fjällmaraton 45 km,1.2264068979175122
Östgöta ultra trail,Gax 100 miles,0.32952133911683756
Östgöta ultra trail,Gotland Ultra,1.5323421107482804
Östgöta ultra trail,Gotrun enkle,0.8411112565990045
Östgöta ultra trail,Göteborg Trail,1.1934815151225866
Östgöta ultra trail,Hammarby Alpin Marathon,1.5217594759007955
Östgöta ultra trail,Idre 45 km,1.278124895248518
Östgöta ultra trail,Jättelångt,0.9486784706184245
Östgöta ultra trail,Kolmården Ultra Trail,0.9551555332913952
Östgöta ultra trail,Kullamannen 100 km,0.49498546073960836
Östgöta ultra trail,Kullamannen 100 miles,0.3146835003352949
Östgöta ultra trail,Kullamannen 50 km,1.253764707549651
Östgöta ultra trail,Peters Trail 104 km,0.4678308897975022
Östgöta ultra trail,Peters Trail 52 km,1.1158181332763921
Östgöta ultra trail,Sandsjöbacka 60 km,0.961942395226448
Östgöta ultra trail,Sandsjöbacka 90 km,0.529225223880993
Östgöta ultra trail,Silverleden Ultra,0.9156544369676151
Östgöta ultra trail,Sätila 85 km,0.6715279966902049
Östgöta ultra trail,Sörmland Ultra Marathon,1.3846879417866866
Östgöta ultra trail,Sörmlands100 100 km,0.6186361130086705
Östgöta ultra trail,Sörmlands100 100 miles,0.2808113981449139
Östgöta ultra trail,Sörmlands100 55 km,1.2029482726792882
Östgöta ultra trail,TEC 100 miles,0.34278190578605605
Östgöta ultra trail,TEC 50 miles,0.8026572272120239
Östgöta ultra trail,Trans Scania,0.17513360472900585
Östgöta ultra trail,UKA pain 50 km,1.1793607990391453
Östgöta ultra trail,Ultravasan 90,0.7335589998457145
Östgöta ultra trail,Ursvik Ultra 75 km,0.7627810693624342
Östgöta ultra trail,VXO 100 km,0.909858171780309
Östgöta ultra trail,Österlen Spring Trail,1.1578738587604311
